crime_type,date,time,latitude,longitude,location
Murder,2023-06-23,,18.891349082118232,72.85948037045485,
Fraud,2022-05-18,,18.971496044622015,72.89334794148998,
Burglary,2024-01-23,,19.08757190073317,72.9081716295433,
Burglary,2022-07-31,,18.96936672018178,72.93788681691238,
Burglary,2025-03-07,,18.991230796069974,72.96832673864022,
Theft,2023-10-11,,18.895254684279756,72.95045616576886,
Theft,2025-03-14,,19.09740789382658,72.8433157364576,
Assault,2024-09-14,,19.03948430142344,72.7498276886095,
Theft,2023-08-03,,19.26371516389582,72.76562093616081,
Murder,2022-12-12,,19.039818105472285,72.86062822317203,
Burglary,2023-12-17,,19.11872268722186,72.89367107922004,
Assault,2022-10-29,,19.175374447821934,72.93018174194681,
Drug Offense,2022-10-05,,19.11402169272376,72.7533803146012,
Theft,2025-02-23,,19.23377599526824,72.93212129797308,
Theft,2022-08-10,,19.137498751727122,72.96487055262139,
Burglary,2024-12-25,,19.260698095557867,72.88704139847215,
Burglary,2024-12-07,,19.152002482245546,72.83747982772567,
Theft,2023-12-07,,19.01706260242946,72.78279257277038,
Burglary,2024-12-02,,19.0369653000758,72.8758301644822,
Burglary,2024-12-23,,19.000418589516208,72.90290796931092,
Assault,2024-04-26,,19.163519854263757,72.93012252575717,
Assault,2023-06-01,,19.207065019926354,72.89807538834116,
Theft,2024-03-03,,19.01866068590685,72.80377339444692,
Fraud,2023-04-21,,19.26962521363561,72.8893484511866,
Murder,2024-05-01,,19.069462156633424,72.77362244926505,
Murder,2024-10-29,,18.950505364436797,72.87110576862692,
Assault,2024-08-29,,18.94041648936903,72.88867264067441,
Burglary,2024-07-26,,19.094601321289428,72.977441909035,
Burglary,2024-11-18,,19.12238588609326,72.85228222252847,
Drug Offense,2023-02-15,,19.229784106556018,72.7581727219319,
Domestic Violence,2023-03-09,,19.22799502382571,72.78303036970603,
Drug Offense,2023-10-04,,19.17679801284418,72.94176164613096,
Drug Offense,2023-07-28,,19.122765957704605,72.92123914716937,
Fraud,2023-01-22,,19.01955514864607,72.88030719978427,
Drug Offense,2025-03-15,,18.983985315227585,72.84476340156013,
Drug Offense,2023-09-09,,19.18741798548017,72.97840503711313,
Fraud,2023-05-25,,19.22510580705373,72.89028390952618,
Theft,2023-07-22,,19.244664855758156,72.88552256869762,
Drug Offense,2023-02-23,,18.95360782318475,72.74523539048538,
Assault,2024-07-25,,19.173227627752976,72.87931640925193,
Assault,2024-06-12,,19.02612067492606,72.83501083585037,
Burglary,2024-02-08,,19.240419363334706,72.82984837672086,
Theft,2022-05-25,,18.99838851762335,72.85477889640244,
Murder,2024-06-07,,18.947961447202385,72.84540037490142,
Assault,2022-06-30,,19.161040749555738,72.80193056698755,
Drug Offense,2025-01-22,,19.190893752544802,72.75242729885285,
Domestic Violence,2022-05-21,,19.21887008806362,72.76961439537119,
Drug Offense,2024-01-07,,18.933719996645117,72.96602441797066,
Assault,2024-04-05,,19.147164748228146,72.8223085948096,
Fraud,2022-09-30,,19.18264483046886,72.88651138187475,
Burglary,2023-06-16,,19.134157660473146,72.92574883347623,
Fraud,2022-07-17,,19.139100166803708,72.91403422007683,
Assault,2024-11-21,,19.16430959262612,72.92427383085362,
Burglary,2022-08-01,,19.215039887013333,72.79185731715515,
Assault,2022-08-07,,18.956668262098933,72.92189156697951,
Burglary,2023-01-01,,19.23528823261107,72.82746370790058,
Drug Offense,2023-07-04,,18.922913233101514,72.9015707775154,
Assault,2022-10-30,,19.12917566916275,72.81441834025642,
Fraud,2024-01-05,,18.899062787853065,72.85418871859825,
Fraud,2024-02-10,,18.937415459270444,72.94099435287819,
Murder,2022-11-13,,19.00028135557031,72.91951969485905,
Murder,2022-09-22,,19.07428023205181,72.90235326532525,
Domestic Violence,2024-04-13,,19.024112877701025,72.8871045285973,
Drug Offense,2024-03-17,,19.230199985638695,72.85342988104667,
Drug Offense,2024-11-01,,19.188236293526153,72.89464930195541,
Fraud,2022-12-29,,19.223246452791873,72.74111097808724,
Domestic Violence,2024-09-28,,19.043427744028318,72.98751180301826,
Theft,2023-05-24,,19.181887570775846,72.78627543886026,
Domestic Violence,2023-02-12,,19.019536522853315,72.74981661902737,
Theft,2023-10-15,,19.020135255282664,72.82760076216003,
Murder,2024-02-19,,19.10937677023902,72.80722310722125,
Murder,2022-05-13,,19.078417318060488,72.96612410586214,
Fraud,2022-10-31,,18.98039817301717,72.78367278772618,
Drug Offense,2024-09-20,,18.948195069728367,72.76384288054476,
Assault,2023-11-11,,19.142104354963973,72.92039468626018,
Drug Offense,2024-02-23,,19.258143403804095,72.9838895321481,
Drug Offense,2024-09-08,,19.190216857835424,72.96130021803317,
Domestic Violence,2023-04-12,,18.915105550925297,72.9772807333777,
Domestic Violence,2022-05-09,,19.094261434959684,72.95253370229993,
Burglary,2024-07-08,,18.991806069907355,72.91748903111485,
Theft,2024-02-29,,19.059891493461343,72.94976342832489,
Theft,2023-05-21,,19.223328133027643,72.95386808486413,
Domestic Violence,2024-12-27,,19.132864672566765,72.96185522165526,
Murder,2025-02-19,,19.123521892196518,72.80465618211933,
Fraud,2023-12-21,,19.291847415375614,72.95508236061482,
Drug Offense,2022-07-20,,18.932607703544242,72.80455715338262,
Drug Offense,2023-12-27,,19.249912562743138,72.75356763784569,
Murder,2023-08-03,,19.25617250278521,72.94025274380095,
Burglary,2023-12-13,,18.914808391640996,72.86528771651817,
Burglary,2025-03-09,,19.121301323329632,72.91502243404469,
Burglary,2023-12-24,,19.14374468792608,72.81370707055365,
Theft,2022-05-16,,19.184805211939313,72.89661295418695,
Murder,2022-05-26,,19.21115387174456,72.85043318785564,
Fraud,2024-11-28,,19.093804165381147,72.85208260294333,
Murder,2022-08-02,,19.264707172303453,72.9422010234393,
Murder,2022-03-28,,19.050878411278624,72.93523347893925,
Burglary,2022-05-09,,19.19690456871121,72.87892967536068,
Domestic Violence,2022-08-28,,18.928913796713015,72.98849541910015,
Assault,2022-04-05,,18.91174198207078,72.98508676773936,
Murder,2024-08-29,,18.891635587095397,72.93909169677029,
Burglary,2023-06-15,,19.123387844110894,72.98700046989416,
Drug Offense,2024-06-12,,19.020493485616132,72.82968567166822,
Burglary,2022-09-13,,19.011818272522767,72.90052415637813,
Drug Offense,2024-06-09,,19.06902646364984,72.861183551817,
Assault,2023-11-04,,19.27369398808937,72.78992136344746,
Fraud,2024-10-14,,19.2420444041065,72.93534505754369,
Burglary,2024-07-29,,19.187502174699105,72.80999634569277,
Domestic Violence,2024-08-26,,19.166750982727816,72.8659217206893,
Domestic Violence,2022-10-13,,19.275192906483113,72.87247588185825,
Assault,2022-09-27,,19.057349974974326,72.77092988698043,
Domestic Violence,2025-02-16,,19.220062567904613,72.95876287266121,
Murder,2025-02-11,,19.24607598423186,72.92003942369858,
Domestic Violence,2023-08-19,,19.005676860379086,72.82850676231715,
Assault,2024-11-25,,19.004114175354434,72.96734299221258,
Murder,2023-02-17,,19.07999545414294,72.94317102948733,
Fraud,2023-02-11,,18.966259677054982,72.88626532500972,
Domestic Violence,2024-12-28,,19.202118866598433,72.8614681361162,
Murder,2023-07-01,,19.287305651756057,72.90177004020114,
Burglary,2023-09-19,,19.1513922752268,72.82040133273459,
Murder,2024-03-18,,18.93945301969596,72.86335101067343,
Burglary,2023-04-03,,19.184783101628387,72.98270128358334,
Burglary,2023-12-20,,18.934232175050404,72.85633218976594,
Drug Offense,2022-03-27,,18.897081584415204,72.84716544392256,
Murder,2023-09-21,,19.07636323687876,72.8620667204464,
Theft,2023-12-08,,19.001158509360863,72.76987636059161,
Fraud,2023-10-13,,19.01589917546267,72.7940573536538,
Domestic Violence,2023-06-15,,19.186108133491423,72.82314572984455,
Assault,2024-06-29,,19.144070768879395,72.77003371663668,
Drug Offense,2024-06-02,,19.001539061701774,72.8527104028438,
Burglary,2024-06-25,,19.141364245351504,72.84552053661767,
Domestic Violence,2023-03-04,,19.28104912756436,72.80476346372726,
Burglary,2022-10-16,,19.072686178895033,72.95112053724102,
Burglary,2025-02-26,,19.109762126732083,72.77716101161627,
Theft,2023-08-26,,19.209975898259493,72.96179530047942,
Burglary,2022-08-18,,18.985209010328784,72.7667928327136,
Murder,2025-03-10,,19.01487339405376,72.74261949590706,
Fraud,2025-03-05,,19.297721301256836,72.75109124688187,
Theft,2024-09-26,,18.96941857534665,72.79223068278088,
Domestic Violence,2023-06-26,,18.989878704066932,72.98365050171309,
Theft,2025-03-04,,18.933695612096837,72.74530120226846,
Theft,2022-06-10,,18.984988549237734,72.8734783046822,
Burglary,2024-03-26,,19.044452113285324,72.95393310002086,
Burglary,2024-02-23,,19.195496980419787,72.80148352148188,
Burglary,2022-12-04,,19.190301480609254,72.88336934913163,
Burglary,2024-10-07,,18.9321734594547,72.93493890690071,
Theft,2024-01-26,,18.995061583763555,72.95540871191263,
Fraud,2024-03-08,,19.15821657560741,72.77670718362045,
Theft,2023-02-15,,19.148630118486075,72.74580007762731,
Domestic Violence,2023-04-11,,19.053876864717587,72.80813765152267,
Burglary,2024-02-02,,19.12136360264487,72.86117659632043,
Assault,2024-04-30,,19.223464964741286,72.89149991328453,
Assault,2024-05-27,,19.289317136486073,72.91551090865131,
Assault,2023-09-19,,19.25839681921716,72.85120976045286,
Murder,2022-11-10,,19.23149551290168,72.74113131566475,
Theft,2023-12-03,,19.286643280832727,72.9360575392433,
Assault,2022-08-16,,19.076195119857452,72.94509918733226,
Murder,2022-03-28,,19.028605483809855,72.87813193437653,
Domestic Violence,2024-04-19,,18.949444072425155,72.79168038326863,
Assault,2023-11-16,,19.067860665777825,72.78400627695903,
Drug Offense,2024-02-27,,19.113779178093356,72.76940731557103,
Theft,2024-06-21,,19.159629628270466,72.77840242465163,
Drug Offense,2024-01-18,,19.15104076950569,72.90683507206927,
Drug Offense,2022-10-15,,19.111215514001838,72.86434692779818,
Fraud,2023-09-09,,18.992408105027987,72.76869569380686,
Drug Offense,2023-08-18,,18.9154658667075,72.75369364165512,
Murder,2023-05-05,,19.027696057517336,72.79427165105518,
Burglary,2023-11-30,,19.184517982326724,72.92429672763252,
Fraud,2024-09-11,,19.257074148329124,72.84495131015761,
Murder,2023-03-29,,19.207103736855263,72.82222452470391,
Assault,2022-07-09,,19.298364975239064,72.85682528975616,
Murder,2024-03-09,,19.142688071949223,72.76755203889024,
Domestic Violence,2023-03-28,,18.954658875595253,72.93702042173078,
Assault,2022-04-20,,18.95944550929119,72.92807629835964,
Drug Offense,2022-12-04,,19.060347096160086,72.8661565671824,
Domestic Violence,2023-07-19,,19.04663427012108,72.75503071495724,
Domestic Violence,2022-07-17,,18.988136873298004,72.86558763501498,
Murder,2022-09-07,,19.08275656657812,72.81430538039406,
Murder,2022-07-08,,19.06937446963576,72.88879149372596,
Drug Offense,2022-05-14,,18.933385503966434,72.88921899674776,
Murder,2025-01-08,,19.206544237685666,72.74238595827394,
Murder,2023-03-24,,19.131470195567324,72.86991115102813,
Drug Offense,2022-05-28,,19.13942869531782,72.98088518896687,
Theft,2023-09-19,,19.039974906339495,72.74040637092467,
Assault,2024-01-23,,18.892322466538555,72.95302655878929,
Domestic Violence,2024-11-20,,19.010056762005668,72.75203892439114,
Theft,2023-09-10,,19.00112575120602,72.95493083605326,
Drug Offense,2024-08-11,,19.214876212356998,72.84688532355216,
Assault,2023-07-15,,18.952184890630456,72.9831832163153,
Drug Offense,2022-11-21,,18.935952893520284,72.91214509676584,
Assault,2024-03-31,,19.032085553519615,72.79904625722976,
Burglary,2023-01-30,,18.995522297690535,72.92125122269893,
Fraud,2023-02-04,,18.978367388520184,72.94252798088203,
Domestic Violence,2025-03-12,,19.19759829734567,72.79240285516356,
Assault,2023-12-02,,18.980455718635845,72.95917924267017,
Murder,2022-11-28,,19.053723939079006,72.98538095624079,
Fraud,2023-08-05,,19.226129131638405,72.84383559981664,
Theft,2022-06-08,,19.25512973711959,72.93915514765749,
Drug Offense,2023-01-10,,19.023320527808014,72.95581315078574,
Theft,2025-01-01,,19.082581770393805,72.76416330000961,
Burglary,2024-08-26,,19.17357766312068,72.81887889289163,
Fraud,2023-01-29,,19.255040172351055,72.89086250213029,
Drug Offense,2023-05-01,,19.28074455329656,72.92070762958942,
Theft,2024-12-04,,18.941408103905573,72.86622837964906,
Drug Offense,2025-03-20,,19.27871741384721,72.92590713593354,
Theft,2022-11-15,,19.147771274892637,72.74514799663315,
Fraud,2023-09-10,,19.215884226904052,72.9449151904551,
Murder,2024-05-14,,19.023853849651267,72.84669307654633,
Assault,2022-06-26,,19.13378411797966,72.86884370888936,
Murder,2024-09-28,,18.941777977723536,72.97230990886537,
Burglary,2023-03-21,,19.23557996758016,72.80575056591665,
Burglary,2022-07-15,,18.902186071293528,72.82039347210494,
Assault,2023-06-21,,18.899211661587508,72.75982488477351,
Drug Offense,2023-04-04,,19.079875075363635,72.84097188170693,
Domestic Violence,2022-07-27,,19.232201883755504,72.75017393994327,
Assault,2023-01-08,,18.94486137184097,72.84275651049664,
Theft,2024-11-02,,18.958088132471804,72.98812739202667,
Fraud,2023-11-23,,19.248142185235487,72.78626299840677,
Assault,2024-02-03,,19.086005139319614,72.81977444752576,
Assault,2024-09-23,,19.106150394701718,72.8130610606973,
Theft,2023-09-12,,18.90410351735152,72.85486247229227,
Domestic Violence,2023-11-05,,19.10155745608017,72.91151173952181,
Drug Offense,2023-09-10,,19.048225839823804,72.95607552084806,
Murder,2024-09-07,,19.297620361873914,72.97387554328901,
Fraud,2022-04-10,,19.05182633371156,72.76314169005842,
Assault,2022-04-06,,19.17126795071639,72.74354061903104,
Fraud,2023-07-20,,19.240284680993394,72.87277664748206,
Fraud,2022-07-17,,19.236829815251827,72.80169530813687,
Drug Offense,2023-08-29,,19.258673871679683,72.96962869621287,
Drug Offense,2022-06-05,,19.052526349095526,72.88821666274221,
Fraud,2022-10-29,,18.99073070966169,72.8554783654492,
Burglary,2024-08-22,,19.073721114718097,72.8505531167416,
Theft,2022-09-30,,19.2814669477945,72.86865985129913,
Assault,2024-06-07,,19.155811112939134,72.9495924499507,
Burglary,2022-12-07,,18.904237127817723,72.81388125400495,
Theft,2022-10-18,,19.101470605833534,72.8891762377114,
Drug Offense,2022-12-13,,19.046309287392972,72.8462402985213,
Drug Offense,2023-02-21,,19.11317881883139,72.81219643438901,
Murder,2025-01-17,,19.13384876975022,72.90850425156877,
Assault,2024-09-13,,19.043315769455454,72.94637140491945,
Murder,2024-05-04,,19.19086048573062,72.85921953671634,
Theft,2022-11-12,,19.196553355797313,72.89421518669796,
Fraud,2023-11-20,,18.92519607488982,72.82237278199759,
Burglary,2024-07-09,,18.90845653826223,72.79611137751874,
Fraud,2022-04-17,,19.285742234861832,72.9285139883592,
Burglary,2022-10-19,,18.988318068898277,72.79299766643292,
Domestic Violence,2024-03-31,,18.918983938240483,72.92474592457556,
Murder,2024-10-01,,19.057048008781194,72.87645343482309,
Burglary,2022-11-21,,19.152137678890522,72.833421070079,
Burglary,2023-01-09,,19.100240435715,72.85411191614511,
Murder,2023-06-25,,19.006228480206666,72.91674593141705,
Murder,2023-05-08,,19.054750735396745,72.93926290596583,
Burglary,2024-07-03,,19.217200378238502,72.90252419586332,
Assault,2024-08-08,,19.048940131972707,72.83943513091363,
Fraud,2022-11-19,,18.910340738907603,72.74164441094948,
Fraud,2024-11-16,,19.288661281439403,72.96874412751333,
Theft,2024-04-08,,19.249380317695042,72.77635313547947,
Fraud,2022-09-28,,18.912873851258492,72.96695063890685,
Burglary,2024-04-18,,19.038169523774023,72.87126060842665,
Domestic Violence,2024-02-25,,19.12279820118764,72.74952226338849,
Murder,2024-01-23,,18.97769625313691,72.94207785909414,
Theft,2023-05-13,,18.93520815340114,72.96095759504996,
Theft,2024-08-19,,19.053540876930096,72.7612946693847,
Drug Offense,2024-02-15,,19.185893686318575,72.97681266398752,
Domestic Violence,2023-01-18,,19.295120084653014,72.83684421945928,
Domestic Violence,2023-05-07,,19.27989069517726,72.95755675264839,
Drug Offense,2023-04-02,,18.941857153307016,72.93080619127133,
Burglary,2022-06-20,,19.25761930101775,72.92828076733062,
Theft,2025-03-17,,19.25318803531486,72.80589801933594,
Assault,2023-12-30,,19.1375741091423,72.82803951543923,
Assault,2024-10-31,,19.218606733662313,72.74967574462468,
Assault,2024-04-23,,18.996900499164386,72.93804396139791,
Theft,2023-09-19,,19.065709043743183,72.83331932384421,
Burglary,2023-04-26,,18.917742952908437,72.92176592299036,
Theft,2022-10-24,,19.012737821836012,72.8170204156645,
Theft,2023-06-21,,19.07969758029683,72.98678290701591,
Burglary,2023-08-15,,19.240355512588433,72.75810150663123,
Theft,2023-09-29,,18.95600586026849,72.83778786163836,
Drug Offense,2024-12-21,,18.911089411216864,72.84200006941485,
Assault,2023-06-09,,18.905593817553346,72.78286580656948,
Theft,2024-10-26,,18.99345301062252,72.85785667982192,
Fraud,2024-10-26,,19.031161134602996,72.7418827326699,
Drug Offense,2023-09-12,,18.891391851040908,72.8266755897996,
Domestic Violence,2023-10-30,,19.279390056162384,72.82683526681448,
Domestic Violence,2023-10-12,,18.983385347553902,72.78289187480057,
Murder,2025-01-27,,19.07460996505136,72.74651511457208,
Assault,2024-11-25,,19.178863040794063,72.83762515125741,
Assault,2024-08-13,,19.253643856051998,72.84054425072839,
Drug Offense,2022-12-01,,19.014319877153955,72.94313588880452,
Assault,2022-07-31,,19.071104679439323,72.80708262582108,
Assault,2023-05-10,,18.940491205799866,72.9814817196972,
Domestic Violence,2022-05-10,,19.112165841058566,72.8599560441277,
Drug Offense,2024-10-19,,19.20830306725204,72.78997403485907,
Drug Offense,2023-04-11,,19.152624083919616,72.8623759478803,
Domestic Violence,2024-04-27,,19.06551447031141,72.94788127714537,
Assault,2023-04-14,,18.902873159199018,72.97039034536206,
Domestic Violence,2025-02-05,,19.047047870480814,72.85013993386524,
Drug Offense,2023-03-22,,19.22792093530035,72.98700590062903,
Theft,2025-03-08,,19.168051182309043,72.8928032833819,
Murder,2023-09-26,,19.068449998412433,72.8569477987415,
Assault,2024-06-18,,19.087778003891223,72.80512325525885,
Assault,2025-01-20,,19.23614764786061,72.93696486290237,
Murder,2024-12-03,,19.08547745675581,72.93203618325805,
Murder,2023-08-26,,19.006867757341393,72.8522614362363,
Drug Offense,2024-04-13,,18.956281961509763,72.89051609579094,
Theft,2024-08-07,,19.0534721840716,72.8788419767947,
Domestic Violence,2024-02-19,,19.130006038733995,72.77890942248835,
Domestic Violence,2022-09-20,,19.234460787901174,72.97568504180921,
Assault,2022-08-25,,19.16693290185891,72.98571613671946,
Fraud,2024-12-21,,18.899277149976896,72.81396204492334,
Murder,2024-05-30,,19.14079206675364,72.8039352385315,
Theft,2023-10-20,,19.229900515239756,72.84930005849186,
Fraud,2022-07-22,,19.10905151266194,72.95557611390234,
Assault,2024-11-02,,19.074173666765603,72.97577092782487,
Domestic Violence,2024-01-19,,19.05671749556119,72.92792819752286,
Assault,2022-05-02,,18.973260606461224,72.90247111088553,
Drug Offense,2024-05-15,,19.214065741933332,72.7945098744217,
Fraud,2023-10-16,,19.281656073872288,72.9377057960685,
Domestic Violence,2023-06-17,,18.986812482952658,72.74880446685164,
Assault,2022-07-20,,19.264795064945872,72.9042481790981,
Fraud,2024-05-07,,19.177760679593,72.8372225947634,
Burglary,2022-08-29,,19.238099139690338,72.81442334827777,
Burglary,2022-07-18,,19.266624417762475,72.8310407788816,
Burglary,2023-07-11,,18.912157612028647,72.79081936793997,
Assault,2022-03-31,,19.00120993927533,72.76077295574808,
Burglary,2023-09-07,,19.17068715569018,72.87822671214256,
Drug Offense,2025-02-15,,19.266493700315227,72.86341282759874,
Drug Offense,2023-08-08,,18.990539301048564,72.93570172137372,
Drug Offense,2024-10-02,,18.911681834919808,72.88938025907329,
Fraud,2024-11-12,,19.232469123670214,72.93299088869445,
Drug Offense,2024-01-16,,19.156443266120572,72.84982107093843,
Burglary,2022-05-02,,19.2415110596644,72.74050476445231,
Assault,2024-05-01,,19.18278917092457,72.96948104191561,
Assault,2025-03-08,,19.051600868101055,72.8145836593668,
Burglary,2024-06-07,,19.186389613089965,72.8822946401976,
Murder,2023-03-18,,19.157006338842617,72.84870436854854,
Burglary,2023-02-08,,19.293943225993303,72.9293324201792,
Theft,2024-05-07,,19.077563226618032,72.8910924382058,
Drug Offense,2025-03-12,,19.001010231987436,72.86445848722256,
Drug Offense,2023-12-10,,19.244177866955614,72.91988864041102,
Fraud,2023-09-02,,19.05405399637304,72.82004301496393,
Domestic Violence,2023-08-26,,18.90152123748393,72.92921592000899,
Theft,2022-08-16,,19.149742817850402,72.83725246429545,
Murder,2022-04-03,,19.237389591662932,72.88317149286779,
Domestic Violence,2024-04-21,,18.9325261878539,72.89910476973729,
Burglary,2023-10-30,,19.007795299519085,72.8195648431323,
Burglary,2023-04-13,,19.122335798605768,72.84509069225662,
Assault,2022-10-07,,19.124258132782476,72.92777746548359,
Drug Offense,2022-09-22,,19.180972737712523,72.81256283975497,
Domestic Violence,2023-05-08,,19.083787170239944,72.81108836174978,
Burglary,2022-07-06,,19.108860257990923,72.7917908927,
Drug Offense,2022-07-05,,18.92777797177362,72.91931005365358,
Domestic Violence,2024-06-19,,19.12526454786933,72.76102548334278,
Burglary,2023-11-08,,18.96372816616269,72.98976901889083,
Drug Offense,2022-04-19,,18.98439918974779,72.87561882991803,
Domestic Violence,2025-03-10,,18.959268909590584,72.78732189094326,
Fraud,2022-08-09,,19.218316867313423,72.9205224954513,
Murder,2023-01-05,,18.92377769164445,72.78984510116301,
Burglary,2023-01-26,,19.04606147015937,72.85343753450489,
Fraud,2022-08-28,,18.93806638099276,72.78134108692325,
Theft,2024-11-30,,19.182023354624317,72.92431181146762,
Fraud,2023-07-23,,19.08113331862563,72.79880153852018,
Domestic Violence,2022-08-28,,19.104212746387223,72.79648602388684,
Domestic Violence,2023-10-09,,19.062760729028717,72.95872676709057,
Theft,2022-10-12,,19.080305978030754,72.85124016899212,
Murder,2022-09-11,,19.25317904015472,72.9865122535659,
Theft,2023-06-02,,19.070019580972755,72.80195674941584,
Assault,2024-10-24,,18.989205034634455,72.81659833063468,
Drug Offense,2024-08-14,,18.948011371968327,72.95434198778591,
Domestic Violence,2022-12-25,,18.93651099692201,72.74080382680026,
Fraud,2022-08-11,,18.984465387150454,72.80271980488544,
Fraud,2022-08-26,,18.99000997012591,72.94200470855087,
Drug Offense,2024-07-27,,19.016636780527424,72.95172145411698,
Burglary,2023-12-14,,19.0686826088202,72.85586635718525,
Domestic Violence,2022-04-27,,18.901975030105813,72.9223154425434,
Fraud,2023-08-17,,19.048219451330933,72.77924535839321,
Fraud,2022-05-14,,18.970052529947925,72.93208340145722,
Domestic Violence,2023-08-09,,19.04679725846275,72.93269195974744,
Drug Offense,2023-10-12,,18.90204022245562,72.90391260437876,
Murder,2024-04-24,,19.256471962527538,72.94682710810801,
Assault,2022-06-18,,19.2400502788858,72.94348326576754,
Murder,2022-09-04,,19.037603317801196,72.90495342704389,
Murder,2024-01-29,,19.039170307667625,72.90573589817438,
Drug Offense,2022-11-29,,19.17684721455403,72.76857719539454,
Murder,2022-09-01,,19.234310161409752,72.96967155994221,
Domestic Violence,2024-04-09,,19.21630101356956,72.89677810368703,
Theft,2022-10-29,,18.96786942342741,72.88898260315887,
Murder,2024-09-25,,19.284151908636293,72.81739247767676,
Burglary,2022-04-09,,19.21334376707463,72.86976570271823,
Assault,2022-05-07,,19.27134432022914,72.85284015258493,
Domestic Violence,2024-05-12,,19.007436831173557,72.80657368870565,
Drug Offense,2024-12-14,,19.014673733746015,72.95523022010318,
Theft,2022-05-27,,19.278128413097257,72.87698772069346,
Murder,2022-05-11,,19.223077106313834,72.8110706441486,
Fraud,2024-02-27,,19.043728438873636,72.83536080137632,
Fraud,2022-11-19,,19.283860310612603,72.85276832131997,
Fraud,2023-10-20,,19.03773374328386,72.8153991413323,
Theft,2024-08-16,,19.089325970681333,72.93743299145974,
Theft,2023-02-05,,19.286639433884005,72.98946569668713,
Drug Offense,2023-05-27,,19.109093077299974,72.85991927053105,
Theft,2024-10-19,,19.056833570202507,72.889164555007,
Fraud,2023-08-14,,19.047538994010967,72.78791622691307,
Burglary,2022-10-15,,19.037373569679247,72.78525599819658,
Theft,2023-12-18,,19.236796750448775,72.89564833882419,
Assault,2024-05-21,,19.065430746344287,72.92796972029272,
Murder,2024-05-09,,19.21048490497758,72.90592129860354,
Domestic Violence,2023-12-15,,19.27717883700671,72.75496312001064,
Burglary,2024-01-20,,18.963185483335756,72.80657546270773,
Murder,2024-01-08,,19.17829916503623,72.92977374894703,
Murder,2023-06-29,,19.23424626197715,72.87449478160855,
Assault,2023-01-24,,19.0873839616191,72.76298845139455,
Domestic Violence,2023-05-25,,18.919173539388364,72.92062053063063,
Burglary,2023-04-03,,19.286362893847393,72.84626917168856,
Fraud,2024-07-30,,18.971998563652324,72.88267040433101,
Assault,2023-07-05,,18.992453442901727,72.91383745269566,
Fraud,2023-01-01,,19.123384206803003,72.92612692519148,
Drug Offense,2022-03-27,,19.01264794524401,72.98878966444354,
Assault,2023-09-07,,19.1703164828027,72.82973041299391,
Drug Offense,2023-09-29,,19.116429153568372,72.92662602117379,
Drug Offense,2024-07-20,,19.136682878832136,72.80476590864004,
Assault,2023-04-16,,19.070808610590177,72.93050890753318,
Burglary,2023-10-28,,18.89214022104089,72.93494398175305,
Burglary,2024-07-23,,19.195022804884257,72.79118720536695,
Murder,2022-05-13,,19.161747515538927,72.90282869513666,
Fraud,2022-08-20,,19.166925749502166,72.78737763320893,
Fraud,2022-07-09,,19.228881843139725,72.90207160061836,
Murder,2024-08-04,,19.29000884361455,72.81884511574607,
Fraud,2024-07-09,,19.083262571043484,72.81160638878868,
Theft,2022-09-17,,19.240560920218048,72.85611491216906,
Murder,2023-06-30,,19.08066102223746,72.78875934582321,
Fraud,2022-10-18,,19.14168529173147,72.97240724053249,
Burglary,2023-10-23,,19.273595811694612,72.84119235301497,
Theft,2024-06-14,,19.1892241172281,72.76618606523624,
Murder,2023-08-09,,19.24158304647272,72.8439554153766,
Murder,2024-08-06,,19.275200652589,72.74459989886991,
Burglary,2024-03-29,,19.030055817865897,72.87446478023428,
Assault,2024-01-31,,18.962159287175645,72.98486193523215,
Burglary,2025-02-04,,19.16718887372229,72.93997210338107,
Fraud,2023-04-04,,19.219529787441786,72.98283290688869,
Theft,2024-03-09,,19.028014626828675,72.81171005469535,
Assault,2024-12-25,,19.042416238801348,72.96194188962556,
Fraud,2022-10-24,,18.98097324585789,72.9827470029527,
Assault,2025-01-13,,18.915291175479418,72.98120098491258,
Domestic Violence,2023-04-05,,18.995175324083206,72.80857428213349,
Burglary,2023-11-11,,18.941322300959087,72.89311156716781,
Drug Offense,2022-12-06,,18.931849647712024,72.90855168632113,
Domestic Violence,2023-10-14,,18.942398955019044,72.7921767979525,
Murder,2022-05-09,,18.89763080427104,72.91374601794831,
Theft,2023-07-19,,19.289512038084606,72.9810683687506,
Theft,2024-09-29,,18.917024813236242,72.92971576582434,
Theft,2022-10-06,,19.29048766721815,72.93871516482913,
Drug Offense,2025-03-17,,18.938059573940226,72.86101416335292,
Assault,2024-11-07,,19.145526509698673,72.98169119566143,
Assault,2023-12-05,,19.199431379096275,72.80274795330514,
Assault,2023-04-28,,18.971647390433695,72.78509826503209,
Drug Offense,2022-10-02,,19.140954868332994,72.89471717344031,
Assault,2023-04-22,,18.98965872422251,72.82574845143317,
Drug Offense,2024-04-24,,19.16946220010666,72.78999667154389,
Burglary,2025-01-14,,18.9415800735755,72.92945297414771,
Fraud,2024-04-24,,19.156581655912063,72.94538983751474,
Burglary,2023-01-20,,18.98809483859549,72.91666315946195,
Fraud,2024-03-20,,19.089472076272784,72.97824447471534,
Assault,2023-05-08,,19.050655881051252,72.77758765407381,
